"FON KODU"	"FON ADI"	"KATEGORİ"	"ALT KATEGORİ"	"FİYAT"	"RİSK DEĞERİ"	"GÜNLÜK"	"HAFTALIK"	"1AY"	"3AY"	"YBB"	"6AY"	"1YIL"	"3YIL"	"5YIL"	"STANDART SAPMA"	"DEĞİŞKENLİK KATSAYISI"	"SHARPE"	"AŞAĞI YÖNLÜ RİSK"	"NEGATİF GETİRİLİ GÜN SAYISI"	"NEGATİF GETİRİLİ GÜN ORANI"	"MAKSİMUM KAYIP"	"FONUN YAŞI"	"PORTFÖY BÜYÜKLÜĞÜ"	"YATIRIMCI SAYISI"	"YÖNETİM ÜCRETİ"	"AZAMİ FON İŞLETİM GİDERİ"	"TEDAVÜLDEKİ PAY ADETİ"	"DOLULUK ORANI"	"ALIŞ VALÖRÜ"	"SATIŞ VALÖRÜ"	"MİNİMUM ALIŞ MİKTARI"	"MAXİMUM ALIŞ MİKTARI"	"MİNİMUM SATIŞ MİKTARI"	"MAXİMUM SATIŞ MİKTARI"	"BANKA BONOSU"	"BYF KATILMA PAYI"	"DEVLET TAHVİLİ"	"DİĞER"	"DÖVİZ KAMU İÇ BORÇLANMA ARACI"	"DÖVİZ ÖDEMELİ BONO"	"DÖVİZ ÖDEMELİ TAHVİL"	"EUROBONDS"	"FİNANSMAN BONOSU"	"FON KATILMA BELGESİ"	"GAYRİMENKUL SERTİFİKASI"	"GAYRİMENKUL YATIRIM FON KATILMA PAYI"	"GİRİŞİM YATIRIM FON KATILMA PAYI"	"HAZİNE BONOSU"	"HİSSE SENEDİ"	"KAMU DIŞ BORÇLANMA ARACI"	"KAMU KİRA SERTİFİKASI"	"KAMU KİRA SERTİFİKASI DÖVİZ"	"KAMU KİRA SERTİFİKASI TL"	"KAMU YURT DIŞI KİRA SERTİFİKASI"	"KATILIM HESABI"	"KATILIM HESABI ALTIN"	"KATILIM HESABI DÖVİZ"	"KATILIM HESABI TL"	"KIYMETLİ MADEN"	"KIYMETLİ MADEN CİNSİNDEN BYF"	"KIYMETLİ MADEN KAMU BORÇLANMA ARACI"	"KIYMETLİ MADEN KAMU KİRA SERTİFİKASI"	"MEVDUAT ALTIN"	"MEVDUAT DÖVİZ"	"MEVDUAT TL"	"ÖZEL SEKTÖR YURT DIŞI KİRA SERTİFİKASI"	"ÖZEL SEKTÖR DIŞ BORÇ ARACI"	"ÖZEL SEKTÖR KİRA SERTİFİKASI"	"ÖZEL SEKTÖR TAHVİLİ"	"REPO"	"TAKASBANK PARA PİYASASI"	"TERS REPO"	"TÜREV ARACI"	"VADELİ İŞLEMLER NAKİT TEMİNATI"	"VADELİ MEVDUAT"	"VARLIĞA DAYALI MENKUL KIYMET"	"YABANCI BORÇLANMA ARACI"	"YABANCI BORSA YATIRIM FONU"	"YABANCI HİSSE SENEDİ"	"YABANCI KAMU BORÇLANMA ARACI"	"YABANCI MENKUL KIYMET"	"YABANCI ÖZEL SEKTÖR BORÇLANMA ARACI"	"YATIRIM FONLARI KATILMA PAYI"
"OFK"	"Oyak Portföy Türkiye Finans Katlm Serb.(Dvz-USD)Fon"	"Döviz Serbest Fonları"	"Döviz Serbest Fonları"	"35.813294"	""	"-0.2797"	"-0.0321"	"0.3164"	"2.9203"	"18.3874"	"7.2621"	"23.3921"	"N/A"	"N/A"	"3.51"	"0.15"	"-10.45"	"2.07"	"67"	"26.80"	"-1.58"	"1"	"1552723441"	"534"	"1.00"	""	"43356063"	"8.67"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100.00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"KDK"	"Kuveyt Türk Portföy Birinci Kat.Ser.(Dvz-USD)Öz.Fon"	"Döviz Serbest Fonları"	"Döviz - Özel Serbest Fonlar"	"24.432469"	"6"	"-0.3443"	"-0.3774"	"-2.4466"	"-5.2468"	"-7.1974"	"-8.6726"	"-6.7360"	"N/A"	"N/A"	"5.09"	"-0.76"	"-13.12"	"4.38"	"116"	"46.40"	"-11.33"	"2"	"1221623"	"1"	"0.50"	""	"50000"	"0.00"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"RDS"	"Rota Portföy Dördüncü Serbest (Döviz) Fon"	"Döviz Serbest Fonları"	"Döviz Serbest Fonları"	"41.492562"	"6"	"-0.2725"	"0.0553"	"0.5933"	"5.3541"	"24.3477"	"10.8225"	"33.7494"	"N/A"	"N/A"	"3.31"	"0.10"	"-7.96"	"1.71"	"53"	"21.20"	"-1.52"	"1"	"228184317"	"23"	"0.40"	""	"5499403"	"18.33"	"1"	"3"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	"85.38"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.34"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14.28"
"EPO"	"İş Portföy Explorer Serbest (Döviz) Özel Fon"	"Döviz Serbest Fonları"	"Döviz - Özel Serbest Fonlar"	"39.709903"	""	"-0.3042"	"-0.0883"	"0.2091"	"4.9911"	"24.6855"	"10.7951"	"33.0378"	"N/A"	"N/A"	"3.48"	"0.11"	"-7.77"	"1.98"	"58"	"23.20"	"-1.42"	"1"	"433953278"	"1"	"0.25"	""	"10928087"	"5.46"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"12.33"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"76.54"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"7.08"	"4.05"
"RBE"	"Rota Portföy Beşinci Serbest (TL) Fon"	"Diğer Serbest Fonlar"	"Diğer Serbest Fonlar"	"2.023362"	"1"	"0.1341"	"0.9336"	"4.1547"	"13.1182"	"50.5784"	"28.3101"	"59.9979"	"N/A"	"N/A"	"1.91"	"0.03"	"-0.04"	"0.00"	"0"	"0.00"	"0.00"	"1"	"1423058988"	"24"	"0.65"	""	"703314186"	"74.03"	"1"	"2"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.02"	"99.98"	""	""	""	""	""	""	""	""	""	""	""
"OPU"	"Qinvest Portföy Üçüncü Katılım Serbest Fon"	"Katılım Serbest Fonları"	"Katılım - Diğer Serbest Fonlar"	"1.394597"	""	"-0.5200"	"7.4046"	"7.4921"	"29.2054"	"N/A"	"N/A"	"31.0171"	"N/A"	"N/A"	"22.26"	"0.72"	"-1.30"	"14.62"	"39"	"15.60"	"-15.33"	"1"	"850571030"	"14"	"0.53"	""	"609904657"	"60.99"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"99.95"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.05"
"BSE"	"Pardus Portföy BIST30 Dışı Şir.His.Sen.Srb(TL)Fon(HSYF)"	"Hisse Senedi Serbest Fonları"	"Hisse Senedi Serbest Fonları"	"0.678512"	"7"	"-0.7896"	"2.1446"	"8.7605"	"-9.6273"	"-49.0043"	"-50.0239"	"-49.5864"	"N/A"	"N/A"	"41.17"	"-0.83"	"-2.66"	"30.60"	"139"	"55.60"	"-58.28"	"1"	"120191153"	"69"	"0.35"	""	"177139361"	"17.71"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"96.42"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"3.58"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"CSD"	"İş Portföy Cano Serbest (Döviz) Özel Fon"	"Döviz Serbest Fonları"	"Döviz - Özel Serbest Fonlar"	"41.544828"	""	"-0.3368"	"-0.2320"	"-0.2266"	"5.1024"	"24.2243"	"11.6179"	"36.6146"	"N/A"	"N/A"	"4.30"	"0.12"	"-5.46"	"2.22"	"69"	"27.60"	"-1.25"	"1"	"432928220"	"1"	"0.30"	""	"10420749"	"10.42"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"69.42"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14.71"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14.37"	"1.50"
"CSH"	"Pardus Portföy Üçüncü Hisse Senedi Ser. Fon (HSYF)"	"Hisse Senedi Serbest Fonları"	"Hisse Senedi Serbest Fonları"	"3.394582"	"7"	"-3.2800"	"3.9248"	"1.7746"	"50.0860"	"56.2207"	"18.2925"	"49.8456"	"N/A"	"N/A"	"53.88"	"1.08"	"-0.19"	"36.54"	"109"	"43.60"	"-45.42"	"1"	"340826648"	"64"	"0.35"	""	"100403131"	"10.04"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100.00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"DP9"	"Deniz Portföy Kar Payı Ödeyen Yedinci Serbest (Döviz) Fon"	"Döviz Serbest Fonları"	"Döviz Serbest Fonları"	"34.514938"	"6"	"0.0000"	"0.2735"	"0.4181"	"3.0730"	"13.7819"	"7.0449"	"20.4764"	"N/A"	"N/A"	"5.00"	"0.24"	"-7.92"	"1.91"	"22"	"8.80"	"-1.52"	"1"	"5832405286"	"302"	"1.00"	""	"168982059"	"84.49"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"7.25"	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.03"	""	""	"92.72"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"IIA"	"İstanbul Portföy Onbirinci Serbest (TL) Fon"	"Diğer Serbest Fonlar"	"Diğer Serbest Fonlar"	"2.592218"	"6"	"0.0000"	"-1.4433"	"-2.2237"	"2.3316"	"43.9325"	"20.6447"	"49.0970"	"N/A"	"N/A"	"33.58"	"0.68"	"-0.33"	"23.87"	"19"	"7.60"	"-24.48"	"1"	"992580209"	"11"	"0.35"	""	"382907693"	"19.15"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"71.69"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"28.31"
"URS"	"Ak Portföy Orkide Serbest Özel Fon"	"Diğer Serbest Fonlar"	"Diğer - Özel Serbest Fonlar"	"2.117602"	""	"1.3988"	"-0.8757"	"-1.1616"	"0.0939"	"22.0743"	"-4.0183"	"21.3305"	"N/A"	"N/A"	"15.22"	"0.71"	"-2.55"	"9.93"	"115"	"46.00"	"-8.83"	"2"	"555000487"	"1"	"0.11"	""	"262089128"	"26.21"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"57.03"	"42.73"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.24"
"RAY"	"Rota Portföy Ray Sigorta Serbest (TL) Özel Fon"	"Diğer Serbest Fonlar"	"Diğer - Özel Serbest Fonlar"	"1.988320"	"1"	"0.1308"	"0.9196"	"4.1368"	"12.9541"	"48.6547"	"28.0403"	"57.9968"	"N/A"	"N/A"	"1.88"	"0.03"	"-1.11"	"0.00"	"0"	"0.00"	"0.00"	"1"	"868484933"	"1"	"0.25"	""	"436793424"	"43.68"	"1"	"1"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100.00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"RAF"	"Rota Portföy Altıncı Serbest Fon"	"Diğer Serbest Fonlar"	"Diğer Serbest Fonlar"	"2.162407"	"6"	"4.0268"	"0.6102"	"2.3089"	"-1.4148"	"35.2948"	"4.6497"	"34.2431"	"N/A"	"N/A"	"18.75"	"0.55"	"-1.38"	"12.41"	"113"	"45.20"	"-15.59"	"1"	"55861610"	"21"	"0.20"	""	"25833071"	"2.58"	"1"	"2"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	"3.79"	""	""	""	""	""	""	""	""	"5.56"	""	"56.77"	""	""	""	""	""	""	""	""	""	"3.93"	""	""	""	""	""	""	""	""	"9.89"	""	""	""	""	""	""	""	""	""	""	"20.06"	""	""	""	""
"UST"	"İş Portföy Üçüncü Serbest (TL) Özel Fon"	"Diğer Serbest Fonlar"	"Diğer Serbest Fonlar"	"1.987221"	""	"0.1281"	"0.8997"	"4.0550"	"12.6708"	"49.5313"	"27.3573"	"58.4293"	"N/A"	"N/A"	"1.66"	"0.03"	"-0.99"	"0.00"	"0"	"0.00"	"0.00"	"1"	"931686508"	"1"	"0.25"	""	"468839001"	"46.88"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	"2.85"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"84.65"	""	""	""	"7.96"	""	""	""	""	""	""	""	""	""	""	""	""	""	"4.54"
"URV"	"Ak Portföy Gelincik Serbest Özel Fon"	"Diğer Serbest Fonlar"	"Diğer - Özel Serbest Fonlar"	"2.483865"	""	"2.1510"	"-4.5054"	"-9.5190"	"-9.8432"	"38.6434"	"-14.0774"	"56.5397"	"N/A"	"N/A"	"34.77"	"0.61"	"-0.10"	"22.40"	"115"	"46.00"	"-27.09"	"2"	"5540168841"	"2"	"0.11"	""	"2230463350"	"74.35"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"90.22"	"0.53"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"9.25"
"HFA"	"HSBC Portföy Allianz Serbest Özel Fon"	"Diğer Serbest Fonlar"	"Diğer - Özel Serbest Fonlar"	"1.925601"	"6"	"-0.5406"	"-0.5523"	"-0.1073"	"3.7424"	"23.3378"	"12.1236"	"32.2662"	"N/A"	"N/A"	"4.64"	"0.14"	"-6.00"	"2.43"	"83"	"33.20"	"-1.70"	"1"	"1536019217"	"1"	"0.12"	""	"797682814"	"79.77"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"4.14"	"5.66"	""	""	""	""	""	""	""	"74.13"	""	"2.51"	"13.56"
"NOV"	"Azimut Portföy Inova Agro His.Sen. Serbest Özel Fon"	"Hisse Senedi Serbest Fonları"	"Hisse Senedi - Özel Serbest Fon"	"44.517539"	"6"	"0.9633"	"-4.7552"	"-3.1096"	"-20.0064"	"-26.2208"	"-33.3492"	"-42.6132"	"N/A"	"N/A"	"39.49"	"-0.93"	"-2.60"	"29.40"	"136"	"54.40"	"-45.98"	"1"	"665941474"	"1"	"0.18"	""	"14959081"	"1.50"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100.00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"BAO"	"Azimut Portföy Barkın Serbest (TL) Özel Fon"	"Diğer Serbest Fonlar"	"Diğer - Özel Serbest Fonlar"	"1.991286"	"3"	"1.0429"	"-0.8668"	"-0.7417"	"-1.4029"	"29.6747"	"4.8695"	"35.0677"	"N/A"	"N/A"	"11.49"	"0.33"	"-2.18"	"7.09"	"104"	"41.60"	"-7.46"	"1"	"401475210"	"4"	"0.26"	""	"201616075"	"20.16"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	"2.33"	""	""	""	""	""	""	""	""	""	""	""	"35.51"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"4.03"	""	""	""	""	"1.08"	""	""	""	""	""	""	""	""	"57.05"
"EHS"	"Azimut Portföy Erciyes Hisse Sen. Serbest Özel Fon"	"Hisse Senedi Serbest Fonları"	"Hisse Senedi - Özel Serbest Fon"	"2.310005"	"7"	"2.1172"	"-4.7745"	"-0.6821"	"-34.0690"	"-30.1719"	"-51.6953"	"-31.8645"	"N/A"	"N/A"	"53.30"	"-1.67"	"-1.72"	"35.49"	"138"	"55.20"	"-63.98"	"1"	"543639795"	"3"	"0.26"	""	"235341435"	"23.53"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	"2.40"	""	"97.60"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"ILC"	"İş Portföy Onüçüncü Serbest (Döviz) Fon"	"Diğer Serbest Fonlar"	"Diğer Serbest Fonlar"	"37.889009"	"6"	"-0.2553"	"-0.0163"	"0.2955"	"3.8530"	"21.0797"	"8.5588"	"28.4956"	"N/A"	"N/A"	"3.56"	"0.12"	"-8.88"	"1.98"	"65"	"26.00"	"-1.30"	"1"	"700315468"	"146"	"1.00"	""	"18483341"	"96.90"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"99.96"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.04"	""	""	""	""	""	""	""	""	""	""	""
"NDI"	"Allbatross Portföy İzmir His. Sen. Serbest (TL) Fon"	"Hisse Senedi Serbest Fonları"	"Hisse Senedi Serbest Fonları"	"N/A"	"6"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"74"	"29.60"	"-60.55"	"1"	"N/A"	"N/A"	"2.70"	""	"N/A"	"N/A"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100.00"
"NDL"	"Allbatross Portföy Anadolu His.Sen.Serbest (TL) Fon"	"Hisse Senedi Serbest Fonları"	"Hisse Senedi - Özel Serbest Fon"	"1.633527"	"6"	"1.7334"	"0.0667"	"-2.2881"	"-7.6860"	"18.2273"	"-6.8679"	"18.4755"	"N/A"	"N/A"	"24.99"	"1.35"	"-1.66"	"17.04"	"124"	"49.60"	"-21.39"	"1"	"388129330"	"1"	"0.16"	""	"237602101"	"11.88"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"98.58"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1.42"
"FKH"	"Qnb Finans Portföy Kar Payı Ödeyen İkinci Serbest (Döviz) Fon"	"Döviz Serbest Fonları"	"Döviz Serbest Fonları"	"34.397646"	"6"	"0.0000"	"0.4661"	"0.1310"	"3.4318"	"15.2911"	"5.4117"	"20.9959"	"N/A"	"N/A"	"5.23"	"0.25"	"-7.47"	"1.13"	"10"	"4.00"	"-1.03"	"1"	"2542674007"	"570"	"1.25"	""	"73920000"	"73.92"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100.00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"ILE"	"İş Portföy Anadolu Sigorta Serbest (TL) Özel Fon"	"Diğer Serbest Fonlar"	"Diğer - Özel Serbest Fonlar"	"2.467006"	""	"0.1277"	"0.8988"	"4.3079"	"12.7526"	"49.3155"	"27.5429"	"58.8563"	"N/A"	"N/A"	"1.61"	"0.03"	"-0.75"	"0.00"	"0"	"0.00"	"0.00"	"1"	"5491983616"	"1"	"0.15"	""	"2226173174"	"44.52"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	"0.30"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"30.03"	""	""	""	"7.33"	""	""	""	""	""	""	""	""	""	""	""	""	""	"62.34"
"ILI"	"İş Portföy İkinci Serbest (TL) Fon"	"Diğer Serbest Fonlar"	"Diğer Serbest Fonlar"	"2.849008"	"4"	"0.1281"	"0.8989"	"4.0556"	"12.6312"	"49.4185"	"27.5561"	"58.0845"	"N/A"	"N/A"	"1.86"	"0.03"	"-1.07"	"0.03"	"1"	"0.40"	"-0.03"	"1"	"86460852"	"11"	"1.50"	""	"30347703"	"6.07"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"42.25"	""	""	""	""	""	"57.74"	""	""	"0.01"	""	""	""	""	""	""	""	""	""
"KDS"	"Kuveyt Türk Portföy Yedinci Katılım Ser. (Döviz)Fon"	"Döviz Serbest Fonları"	"Döviz Serbest Fonları"	"36.610326"	"6"	"-0.2752"	"-0.0027"	"0.4613"	"3.4044"	"20.4117"	"8.3468"	"25.6877"	"N/A"	"N/A"	"3.51"	"0.14"	"-9.79"	"2.03"	"64"	"25.60"	"-1.57"	"1"	"31734622569"	"912"	"0.30"	""	"866821638"	"1.73"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100.00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"DMZ"	"Deniz Portföy Zeytin Serbest (Döviz) Özel Fon"	"Döviz Serbest Fonları"	"Döviz - Özel Serbest Fonlar"	"40.518786"	""	"0.0000"	"-0.1008"	"-0.4418"	"6.4938"	"26.7745"	"14.6069"	"36.6051"	"N/A"	"N/A"	"6.26"	"0.17"	"-3.75"	"2.02"	"15"	"6.00"	"-2.18"	"1"	"388181839"	"5"	"0.18"	""	"9580293"	"19.16"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"20.21"	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.30"	""	""	"66.16"	""	""	""	""	""	""	""	""	""	""	""	"4.91"	"8.42"	""	""	""
"TOK"	"TEB Portföy Onbirinci Serbest (Döviz-Avro) Fon"	"Döviz Serbest Fonları"	"Döviz Serbest Fonları"	"38.042255"	"6"	"-1.6574"	"-0.8584"	"-2.3245"	"1.1504"	"14.8362"	"6.9109"	"23.1780"	"N/A"	"N/A"	"6.39"	"0.28"	"-5.77"	"4.03"	"95"	"38.00"	"-3.63"	"1"	"14118862580"	"5082"	"1.00"	""	"371136320"	"37.11"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	"1.12"	""	""	""	""	""	""	""	""	""	""	""	""	"0.53"	""	""	""	""	""	""	""	""	""	""	""	"1.31"	""	""	"0.53"	""	""	""	""	"89.86"	""	""	""	""	""	""	""	"6.48"	""	""	"0.17"
"HP3"	"Hedef Portföy Lidya Serbest (Döviz) Fon"	"Döviz Serbest Fonları"	"Döviz Serbest Fonları"	"39.716254"	"4"	"-0.2667"	"-0.0632"	"0.4635"	"5.6868"	"26.1626"	"11.0615"	"34.5625"	"N/A"	"N/A"	"5.60"	"0.16"	"-4.56"	"1.26"	"26"	"10.40"	"-0.83"	"1"	"164869439"	"119"	"0.75"	""	"4151183"	"0.08"	"1"	"3"	"1"	"300000"	"1"	"300000"	""	""	""	"0.30"	""	""	""	""	""	""	""	""	""	""	""	"10.11"	""	""	""	""	""	""	"35.50"	""	""	""	""	""	""	"5.41"	"0.07"	""	"24.39"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"8.87"	"15.35"
"NKS"	"Nurol Portföy Granada Serbest (TL) Fon"	"Diğer Serbest Fonlar"	"Diğer Serbest Fonlar"	"1.349175"	""	"1.4424"	"9.0781"	"7.0121"	"-0.9784"	"26.6867"	"4.6558"	"13.7059"	"N/A"	"N/A"	"36.74"	"2.68"	"-1.26"	"23.44"	"121"	"48.40"	"-27.24"	"1"	"18551158"	"11"	"0.50"	""	"13750000"	"1.38"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"84.10"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"12.58"	""	""	""	""	""	""	""	""	""	""	""	""	""	"3.32"
"IFD"	"İş Portföy Fındıklı Serbest (Döviz) Özel Fon"	"Döviz Serbest Fonları"	"Döviz - Özel Serbest Fonlar"	"39.648086"	""	"-0.3000"	"-0.1156"	"0.1593"	"4.9110"	"23.7636"	"10.5913"	"33.4496"	"N/A"	"N/A"	"3.68"	"0.11"	"-7.24"	"1.99"	"59"	"23.60"	"-1.32"	"1"	"792961716"	"9"	"0.30"	""	"20000000"	"40.00"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"68.40"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"16.96"	""	""	""	""	""	""	""	""	""	""	""	""	"13.54"	""	""	"1.10"
"THP"	"Azimut Portföy 21.0 Serbest (Döviz) Fon"	"Döviz Serbest Fonları"	"Döviz Serbest Fonları"	"N/A"	"4"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"23"	"9.20"	"-1.63"	"2"	"N/A"	"N/A"	"1.05"	""	"N/A"	"N/A"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
